문의번호,접수일시,접수월,접수요일,접수시간대,지역,문의채널,문의유형,우선순위,처리상태,처리담당자,처리시간(분),고객만족도,SLA준수
INQ-20243370,2024-10-09 10:13,2024-10,수,10시,서울,카카오톡,상품문의,높음,처리완료,최현우,9.0,4.0,Y
INQ-20240643,2024-10-09 12:53,2024-10,수,12시,경기,전화,상품문의,높음,처리중,정다은,,,미결
INQ-20243398,2024-10-09 13:36,2024-10,수,13시,대구,전화,결제문의,높음,처리완료,박소연,13.0,5.0,Y
INQ-20240521,2024-10-09 14:00,2024-10,수,14시,서울,이메일,상품문의,낮음,처리중,김민지,,,미결
INQ-20242610,2024-10-09 16:50,2024-10,수,16시,대구,채팅,반품/교환,보통,대기,이재원,,,미결
INQ-20243894,2024-10-09 22:08,2024-10,수,22시,경기,채팅,상품문의,높음,처리완료,최현우,2.0,3.0,Y
INQ-20241768,2024-10-09 22:54,2024-10,수,22시,경기,전화,상품문의,보통,처리중,한승호,,,미결
INQ-20241063,2024-10-09 23:48,2024-10,수,23시,서울,채팅,결제문의,보통,처리완료,장현석,30.0,4.0,Y
INQ-20242337,2024-10-10 02:04,2024-10,목,02시,부산,앱,배송문의,보통,대기,이재원,,,미결
INQ-20243033,2024-10-10 02:21,2024-10,목,02시,서울,이메일,배송문의,높음,대기,최현우,,,미결
INQ-20243681,2024-10-10 03:06,2024-10,목,03시,경남,전화,배송문의,보통,처리완료,김민지,13.0,4.0,Y
INQ-20244268,2024-10-10 03:33,2024-10,목,03시,대전,채팅,계정문의,보통,재문의,장현석,,,미결
INQ-20240416,2024-10-10 05:10,2024-10,목,05시,경북,이메일,계정문의,높음,대기,한승호,,,미결
INQ-20241783,2024-10-10 05:31,2024-10,목,05시,경기,이메일,반품/교환,높음,처리중,최현우,,,미결
INQ-20241780,2024-10-10 05:41,2024-10,목,05시,서울,앱,계정문의,높음,처리완료,정다은,9.0,4.0,Y
INQ-20240347,2024-10-10 05:53,2024-10,목,05시,인천,이메일,배송문의,높음,처리완료,박소연,27.0,4.0,N
INQ-20243879,2024-10-10 06:29,2024-10,목,06시,부산,카카오톡,배송문의,보통,처리완료,윤지아,17.0,3.0,Y
INQ-20244448,2024-10-10 08:17,2024-10,목,08시,광주,이메일,상품문의,높음,처리중,이재원,,,미결
INQ-20241748,2024-10-10 12:34,2024-10,목,12시,경기,채팅,서비스불만,높음,처리중,최현우,,,미결
INQ-20240520,2024-10-10 13:17,2024-10,목,13시,충북,전화,상품문의,보통,처리중,김민지,,,미결
INQ-20244242,2024-10-10 15:06,2024-10,목,15시,경남,이메일,서비스불만,높음,처리완료,정다은,96.0,2.0,N
INQ-20242918,2024-10-10 16:49,2024-10,목,16시,부산,전화,서비스불만,낮음,처리완료,최현우,46.0,3.0,Y
INQ-20243106,2024-10-10 19:28,2024-10,목,19시,경기,채팅,결제문의,낮음,처리완료,장현석,29.0,4.0,Y
INQ-20241604,2024-10-10 21:11,2024-10,목,21시,경남,채팅,계정문의,높음,대기,한승호,,,미결
INQ-20243623,2024-10-10 21:26,2024-10,목,21시,전북,채팅,배송문의,낮음,처리완료,박소연,14.0,4.0,Y
INQ-20242531,2024-10-10 22:19,2024-10,목,22시,광주,채팅,배송문의,보통,재문의,장현석,,,미결
INQ-20243470,2024-10-10 23:44,2024-10,목,23시,경기,카카오톡,결제문의,보통,처리완료,최현우,22.0,2.0,Y
INQ-20240720,2024-10-11 01:09,2024-10,금,01시,울산,전화,배송문의,보통,처리중,한승호,,,미결
INQ-20241837,2024-10-11 01:20,2024-10,금,01시,부산,채팅,계정문의,높음,처리완료,김민지,17.0,5.0,Y
INQ-20243449,2024-10-11 05:43,2024-10,금,05시,전북,카카오톡,서비스불만,낮음,처리중,최현우,,,미결
INQ-20240615,2024-10-11 06:03,2024-10,금,06시,부산,전화,배송문의,보통,처리완료,박소연,23.0,4.0,N
INQ-20241760,2024-10-11 07:16,2024-10,금,07시,대구,카카오톡,반품/교환,높음,대기,박소연,,,미결
INQ-20243355,2024-10-11 07:37,2024-10,금,07시,서울,전화,상품문의,보통,처리완료,이재원,12.0,4.0,Y
INQ-20240906,2024-10-11 07:52,2024-10,금,07시,서울,카카오톡,상품문의,보통,재문의,이재원,,,미결
INQ-20244312,2024-10-11 09:11,2024-10,금,09시,경기,채팅,결제문의,낮음,처리완료,박소연,13.0,4.0,Y
INQ-20243203,2024-10-11 10:15,2024-10,금,10시,대구,앱,반품/교환,보통,처리완료,김민지,33.0,4.0,Y
INQ-20244292,2024-10-11 13:36,2024-10,금,13시,대구,카카오톡,배송문의,낮음,처리완료,정다은,9.0,4.0,Y
INQ-20243695,2024-10-11 14:41,2024-10,금,14시,강원,이메일,결제문의,높음,처리완료,박소연,24.0,4.0,Y
INQ-20242479,2024-10-11 15:48,2024-10,금,15시,경기,카카오톡,결제문의,보통,처리완료,장현석,18.0,4.0,Y
INQ-20244284,2024-10-11 18:05,2024-10,금,18시,경기,채팅,계정문의,높음,처리중,이재원,,,미결
INQ-20240382,2024-10-11 21:31,2024-10,금,21시,대전,채팅,상품문의,보통,처리완료,정다은,9.0,3.0,Y
INQ-20243828,2024-10-11 21:39,2024-10,금,21시,강원,채팅,반품/교환,보통,처리완료,윤지아,22.0,3.0,Y
INQ-20241862,2024-10-11 21:55,2024-10,금,21시,경북,채팅,배송문의,보통,처리완료,정다은,21.0,4.0,N
INQ-20242948,2024-10-11 21:55,2024-10,금,21시,인천,전화,계정문의,보통,처리중,박소연,,,미결
INQ-20241097,2024-10-11 23:35,2024-10,금,23시,경기,전화,상품문의,보통,처리완료,장현석,3.0,4.0,Y
INQ-20241079,2024-10-12 00:13,2024-10,토,00시,부산,앱,배송문의,보통,처리완료,최현우,15.0,2.0,Y
INQ-20244043,2024-10-12 01:57,2024-10,토,01시,경기,이메일,배송문의,보통,처리완료,김민지,18.0,5.0,Y
INQ-20244995,2024-10-12 03:51,2024-10,토,03시,대구,카카오톡,배송문의,보통,처리완료,김민지,14.0,4.0,Y
INQ-20243374,2024-10-12 04:22,2024-10,토,04시,경기,채팅,배송문의,보통,처리중,김민지,,,미결
INQ-20241507,2024-10-12 04:23,2024-10,토,04시,경기,전화,결제문의,보통,처리완료,김민지,18.0,5.0,Y
INQ-20240336,2024-10-12 04:33,2024-10,토,04시,부산,이메일,상품문의,높음,처리중,김민지,,,미결
INQ-20242435,2024-10-12 05:04,2024-10,토,05시,대구,전화,배송문의,높음,처리완료,김민지,4.0,3.0,Y
INQ-20242194,2024-10-12 06:03,2024-10,토,06시,강원,이메일,배송문의,보통,처리완료,윤지아,1.0,4.0,Y
INQ-20240884,2024-10-12 08:56,2024-10,토,08시,경기,전화,결제문의,보통,처리완료,정다은,31.0,3.0,N
INQ-20243404,2024-10-12 09:38,2024-10,토,09시,경기,카카오톡,배송문의,보통,처리완료,김민지,11.0,5.0,Y
INQ-20243930,2024-10-12 11:11,2024-10,토,11시,강원,앱,반품/교환,보통,처리완료,박소연,35.0,4.0,Y
INQ-20244775,2024-10-12 12:38,2024-10,토,12시,울산,카카오톡,상품문의,높음,처리완료,김민지,14.0,5.0,Y
INQ-20242556,2024-10-12 12:48,2024-10,토,12시,인천,전화,결제문의,낮음,처리완료,김민지,42.0,4.0,N
INQ-20243415,2024-10-12 13:21,2024-10,토,13시,부산,카카오톡,결제문의,높음,처리완료,장현석,36.0,4.0,N
INQ-20241162,2024-10-12 16:20,2024-10,토,16시,인천,전화,계정문의,높음,대기,김민지,,,미결
INQ-20240735,2024-10-12 21:02,2024-10,토,21시,부산,전화,서비스불만,낮음,처리완료,한승호,44.0,4.0,Y
INQ-20243728,2024-10-12 22:29,2024-10,토,22시,경기,전화,계정문의,보통,처리중,한승호,,,미결
INQ-20242224,2024-10-13 04:21,2024-10,일,04시,서울,전화,계정문의,낮음,처리중,장현석,,,미결
INQ-20244126,2024-10-13 05:23,2024-10,일,05시,경기,앱,상품문의,높음,처리중,박소연,,,미결
INQ-20241393,2024-10-13 07:13,2024-10,일,07시,전남,전화,상품문의,낮음,처리완료,장현석,9.0,3.0,Y
INQ-20241882,2024-10-13 09:40,2024-10,일,09시,경기,전화,반품/교환,낮음,처리완료,이재원,2.0,5.0,Y
INQ-20243860,2024-10-13 11:11,2024-10,일,11시,경기,전화,배송문의,보통,대기,이재원,,,미결
INQ-20243931,2024-10-13 12:12,2024-10,일,12시,강원,앱,반품/교환,높음,처리완료,한승호,36.0,4.0,Y
INQ-20242375,2024-10-13 12:57,2024-10,일,12시,제주,카카오톡,반품/교환,높음,처리완료,최현우,14.0,5.0,Y
INQ-20244564,2024-10-13 14:19,2024-10,일,14시,제주,이메일,배송문의,낮음,처리완료,김민지,30.0,4.0,N
INQ-20242231,2024-10-13 14:36,2024-10,일,14시,인천,전화,서비스불만,보통,처리완료,정다은,29.0,2.0,Y
INQ-20242466,2024-10-13 17:39,2024-10,일,17시,충북,이메일,상품문의,보통,대기,윤지아,,,미결
INQ-20244749,2024-10-13 19:00,2024-10,일,19시,전남,카카오톡,상품문의,높음,처리완료,한승호,8.0,3.0,Y
INQ-20244695,2024-10-13 19:13,2024-10,일,19시,경기,전화,배송문의,보통,처리완료,이재원,1.0,3.0,Y
INQ-20242848,2024-10-13 19:53,2024-10,일,19시,경북,채팅,배송문의,보통,처리완료,한승호,8.0,3.0,Y
INQ-20242411,2024-10-13 21:26,2024-10,일,21시,서울,이메일,결제문의,보통,처리완료,윤지아,1.0,4.0,Y
INQ-20243144,2024-10-13 22:40,2024-10,일,22시,충남,카카오톡,상품문의,보통,처리완료,장현석,25.0,3.0,N
INQ-20242275,2024-10-14 00:04,2024-10,월,00시,전남,이메일,배송문의,높음,처리완료,최현우,10.0,3.0,Y
INQ-20244348,2024-10-14 02:48,2024-10,월,02시,전남,전화,서비스불만,낮음,처리중,정다은,,,미결
INQ-20244341,2024-10-14 04:30,2024-10,월,04시,부산,전화,반품/교환,보통,처리완료,장현석,2.0,5.0,Y
INQ-20241565,2024-10-14 07:28,2024-10,월,07시,경남,채팅,서비스불만,낮음,처리중,최현우,,,미결
INQ-20242188,2024-10-14 07:49,2024-10,월,07시,대구,전화,반품/교환,보통,처리중,최현우,,,미결
INQ-20240542,2024-10-14 08:04,2024-10,월,08시,경기,이메일,서비스불만,보통,처리완료,한승호,96.0,4.0,N
INQ-20242881,2024-10-14 08:38,2024-10,월,08시,경기,카카오톡,결제문의,낮음,처리완료,김민지,6.0,4.0,Y
INQ-20240691,2024-10-14 09:16,2024-10,월,09시,부산,채팅,상품문의,보통,처리완료,김민지,7.0,5.0,Y
INQ-20240840,2024-10-14 14:03,2024-10,월,14시,경기,전화,반품/교환,낮음,처리완료,한승호,45.0,4.0,Y
INQ-20242697,2024-10-14 16:30,2024-10,월,16시,서울,전화,상품문의,보통,처리완료,이재원,2.0,3.0,Y
INQ-20242074,2024-10-14 17:15,2024-10,월,17시,인천,카카오톡,결제문의,높음,처리중,박소연,,,미결
INQ-20243324,2024-10-14 19:00,2024-10,월,19시,대구,이메일,상품문의,보통,처리완료,윤지아,12.0,2.0,Y
INQ-20243710,2024-10-14 19:47,2024-10,월,19시,서울,채팅,상품문의,보통,처리완료,최현우,11.0,5.0,Y
INQ-20240409,2024-10-15 00:06,2024-10,화,00시,경기,이메일,반품/교환,보통,처리완료,박소연,34.0,5.0,Y
INQ-20241954,2024-10-15 00:25,2024-10,화,00시,경북,채팅,상품문의,보통,대기,한승호,,,미결
INQ-20241103,2024-10-15 01:14,2024-10,화,01시,서울,카카오톡,배송문의,보통,처리완료,박소연,3.0,4.0,Y
INQ-20244245,2024-10-15 01:22,2024-10,화,01시,경기,전화,반품/교환,높음,처리완료,윤지아,26.0,4.0,Y
INQ-20242307,2024-10-15 03:25,2024-10,화,03시,경기,이메일,기타,보통,처리중,이재원,,,미결
INQ-20242442,2024-10-15 04:20,2024-10,화,04시,경북,전화,서비스불만,보통,처리완료,박소연,51.0,3.0,Y
INQ-20241003,2024-10-15 07:03,2024-10,화,07시,광주,전화,배송문의,보통,처리중,정다은,,,미결
INQ-20243170,2024-10-15 08:02,2024-10,화,08시,전남,카카오톡,반품/교환,낮음,처리완료,윤지아,20.0,4.0,Y
INQ-20242546,2024-10-15 09:14,2024-10,화,09시,경기,채팅,결제문의,보통,처리완료,정다은,9.0,3.0,Y
INQ-20242161,2024-10-15 10:24,2024-10,화,10시,제주,전화,배송문의,보통,처리중,정다은,,,미결
INQ-20241853,2024-10-15 14:15,2024-10,화,14시,인천,전화,상품문의,보통,처리완료,윤지아,19.0,5.0,N
INQ-20243034,2024-10-15 14:16,2024-10,화,14시,광주,전화,계정문의,높음,처리완료,이재원,13.0,4.0,Y
INQ-20242319,2024-10-15 14:35,2024-10,화,14시,대전,채팅,결제문의,보통,처리완료,정다은,4.0,5.0,Y
INQ-20241850,2024-10-15 17:25,2024-10,화,17시,서울,채팅,결제문의,보통,처리완료,박소연,30.0,3.0,Y
INQ-20242338,2024-10-15 19:00,2024-10,화,19시,서울,이메일,반품/교환,높음,처리완료,이재원,33.0,4.0,Y
INQ-20241029,2024-10-15 19:06,2024-10,화,19시,광주,전화,배송문의,높음,처리완료,최현우,9.0,4.0,Y
INQ-20242354,2024-10-15 23:31,2024-10,화,23시,경기,이메일,결제문의,높음,처리완료,윤지아,24.0,5.0,Y
INQ-20243115,2024-10-16 01:08,2024-10,수,01시,경기,채팅,계정문의,보통,처리완료,박소연,29.0,5.0,Y
INQ-20240196,2024-10-16 01:32,2024-10,수,01시,경기,이메일,배송문의,보통,재문의,김민지,,,미결
INQ-20243457,2024-10-16 04:06,2024-10,수,04시,경기,전화,결제문의,높음,처리완료,최현우,10.0,3.0,Y
INQ-20241170,2024-10-16 04:52,2024-10,수,04시,경북,이메일,상품문의,보통,재문의,윤지아,,,미결
INQ-20243478,2024-10-16 07:16,2024-10,수,07시,부산,앱,상품문의,낮음,처리완료,정다은,10.0,4.0,Y
INQ-20240307,2024-10-16 09:16,2024-10,수,09시,경기,전화,서비스불만,보통,처리완료,최현우,45.0,4.0,Y
INQ-20244137,2024-10-16 09:22,2024-10,수,09시,경기,이메일,결제문의,높음,대기,최현우,,,미결
INQ-20241293,2024-10-16 10:06,2024-10,수,10시,경기,채팅,배송문의,보통,처리완료,장현석,6.0,2.0,Y
INQ-20242485,2024-10-16 12:23,2024-10,수,12시,부산,전화,반품/교환,낮음,처리완료,김민지,24.0,4.0,Y
INQ-20240655,2024-10-16 12:39,2024-10,수,12시,제주,전화,배송문의,높음,처리완료,박소연,18.0,4.0,Y
INQ-20242236,2024-10-16 13:22,2024-10,수,13시,충남,채팅,상품문의,높음,처리완료,김민지,7.0,3.0,Y
INQ-20242744,2024-10-16 16:31,2024-10,수,16시,서울,전화,반품/교환,보통,처리완료,이재원,51.0,4.0,Y
INQ-20240138,2024-10-16 18:16,2024-10,수,18시,경기,앱,계정문의,낮음,처리완료,김민지,16.0,4.0,Y
INQ-20241996,2024-10-16 19:38,2024-10,수,19시,광주,채팅,계정문의,낮음,처리완료,윤지아,31.0,5.0,Y
INQ-20241231,2024-10-16 19:42,2024-10,수,19시,경남,이메일,결제문의,높음,처리완료,장현석,20.0,5.0,Y
INQ-20243275,2024-10-17 00:31,2024-10,목,00시,경기,전화,반품/교환,보통,처리중,박소연,,,미결
INQ-20243684,2024-10-17 02:15,2024-10,목,02시,광주,카카오톡,배송문의,보통,처리중,최현우,,,미결
INQ-20242174,2024-10-17 03:20,2024-10,목,03시,경기,앱,상품문의,보통,재문의,정다은,,,미결
INQ-20240380,2024-10-17 04:07,2024-10,목,04시,서울,이메일,결제문의,보통,처리완료,윤지아,10.0,4.0,Y
INQ-20240578,2024-10-17 06:49,2024-10,목,06시,경북,채팅,계정문의,보통,처리중,장현석,,,미결
INQ-20241278,2024-10-17 06:56,2024-10,목,06시,울산,이메일,반품/교환,보통,처리완료,박소연,46.0,3.0,Y
INQ-20244155,2024-10-17 08:41,2024-10,목,08시,부산,이메일,배송문의,보통,처리완료,최현우,17.0,4.0,Y
INQ-20241537,2024-10-17 09:41,2024-10,목,09시,전북,전화,상품문의,보통,처리완료,김민지,12.0,4.0,Y
INQ-20244366,2024-10-17 10:54,2024-10,목,10시,경기,전화,배송문의,보통,처리완료,김민지,25.0,4.0,N
INQ-20244280,2024-10-17 11:06,2024-10,목,11시,인천,이메일,결제문의,보통,처리중,한승호,,,미결
INQ-20242267,2024-10-17 15:42,2024-10,목,15시,인천,전화,서비스불만,보통,처리완료,김민지,76.0,3.0,N
INQ-20244026,2024-10-17 20:26,2024-10,목,20시,인천,채팅,배송문의,낮음,처리완료,정다은,2.0,5.0,Y
INQ-20243574,2024-10-17 23:49,2024-10,목,23시,부산,카카오톡,기타,높음,처리완료,한승호,17.0,3.0,Y
INQ-20243636,2024-10-18 01:56,2024-10,금,01시,인천,전화,계정문의,낮음,처리완료,정다은,16.0,2.0,Y
INQ-20242633,2024-10-18 02:27,2024-10,금,02시,서울,이메일,상품문의,보통,처리완료,이재원,17.0,2.0,N
INQ-20242392,2024-10-18 03:14,2024-10,금,03시,부산,전화,상품문의,보통,처리완료,김민지,5.0,4.0,Y
INQ-20243025,2024-10-18 03:59,2024-10,금,03시,경기,전화,상품문의,보통,처리완료,김민지,4.0,4.0,Y
INQ-20241094,2024-10-18 04:00,2024-10,금,04시,경기,카카오톡,반품/교환,높음,처리완료,박소연,41.0,5.0,Y
INQ-20244581,2024-10-18 06:44,2024-10,금,06시,서울,전화,반품/교환,보통,처리완료,윤지아,16.0,3.0,Y
INQ-20244399,2024-10-18 07:39,2024-10,금,07시,경북,이메일,기타,높음,재문의,이재원,,,미결
INQ-20241726,2024-10-18 08:48,2024-10,금,08시,경북,채팅,계정문의,보통,재문의,한승호,,,미결
INQ-20241978,2024-10-18 12:53,2024-10,금,12시,강원,이메일,반품/교환,높음,처리완료,장현석,45.0,4.0,Y
INQ-20241212,2024-10-18 13:20,2024-10,금,13시,강원,이메일,서비스불만,보통,대기,이재원,,,미결
INQ-20242306,2024-10-18 17:47,2024-10,금,17시,제주,이메일,결제문의,낮음,처리완료,박소연,27.0,4.0,Y
INQ-20241146,2024-10-18 18:23,2024-10,금,18시,제주,채팅,계정문의,낮음,처리완료,장현석,36.0,3.0,Y
INQ-20242791,2024-10-18 18:48,2024-10,금,18시,충남,앱,계정문의,높음,처리완료,장현석,28.0,4.0,Y
INQ-20241669,2024-10-18 20:53,2024-10,금,20시,경기,앱,배송문의,보통,처리완료,이재원,10.0,4.0,Y
INQ-20244740,2024-10-18 23:57,2024-10,금,23시,경기,이메일,결제문의,보통,처리완료,한승호,28.0,4.0,Y
INQ-20240241,2024-10-19 01:40,2024-10,토,01시,부산,전화,결제문의,보통,처리완료,윤지아,22.0,4.0,Y
INQ-20240406,2024-10-19 01:40,2024-10,토,01시,충북,이메일,결제문의,보통,처리완료,정다은,13.0,3.0,Y
INQ-20241695,2024-10-19 06:45,2024-10,토,06시,경기,전화,서비스불만,낮음,재문의,장현석,,,미결
INQ-20242846,2024-10-19 07:00,2024-10,토,07시,경남,이메일,상품문의,높음,처리완료,윤지아,3.0,4.0,Y
INQ-20244333,2024-10-19 07:00,2024-10,토,07시,서울,채팅,반품/교환,보통,대기,최현우,,,미결
INQ-20244259,2024-10-19 11:59,2024-10,토,11시,인천,채팅,상품문의,보통,처리완료,이재원,12.0,4.0,Y
INQ-20244183,2024-10-19 14:43,2024-10,토,14시,서울,전화,반품/교환,낮음,처리완료,최현우,31.0,4.0,Y
INQ-20241658,2024-10-19 17:07,2024-10,토,17시,경기,채팅,배송문의,높음,처리중,최현우,,,미결
INQ-20243392,2024-10-19 18:02,2024-10,토,18시,인천,전화,배송문의,보통,처리완료,김민지,6.0,4.0,Y
INQ-20243718,2024-10-19 18:13,2024-10,토,18시,인천,채팅,배송문의,보통,처리완료,김민지,27.0,4.0,N
INQ-20240981,2024-10-19 20:21,2024-10,토,20시,충남,앱,배송문의,낮음,처리완료,박소연,10.0,4.0,Y
INQ-20240449,2024-10-19 21:33,2024-10,토,21시,충북,전화,계정문의,보통,처리완료,장현석,1.0,3.0,Y
INQ-20243070,2024-10-19 23:07,2024-10,토,23시,경기,카카오톡,상품문의,낮음,처리완료,김민지,1.0,3.0,Y
INQ-20243247,2024-10-20 00:32,2024-10,일,00시,경기,전화,반품/교환,낮음,처리완료,박소연,55.0,5.0,Y
INQ-20242702,2024-10-20 03:27,2024-10,일,03시,인천,전화,반품/교환,보통,처리완료,윤지아,42.0,5.0,Y
